ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.9123,-2.6867,8.2042,0.6299,0.1811,0.5941,-2.2554,0.6896,-0.0868,3,2019-06-21 10:30:05:797
3.003,-2.9881,8.5631,0.5837,0.1296,0.1022,-2.2554,0.6193,-0.172,11,2019-06-21 10:30:05:805
3.003,-2.9881,8.5631,0.5837,0.1296,0.1022,-2.2554,0.6193,-0.172,19,2019-06-21 10:30:05:813
2.7071,-3.0981,8.6014,0.5837,0.1296,0.1022,-2.2299,0.4531,-0.2476,28,2019-06-21 10:30:05:822
2.7071,-3.0981,8.6014,0.4679,0.0345,0.3295,-2.1873,0.2294,-0.2476,35,2019-06-21 10:30:05:829
2.9171,-3.3086,8.2521,0.4679,0.0345,0.3295,-2.1468,0.0952,-0.2316,43,2019-06-21 10:30:05:837
3.3466,-3.5622,7.764,0.4679,0.0345,0.3295,-2.1468,0.0952,-0.2316,51,2019-06-21 10:30:05:845
3.3466,-3.5622,7.764,0.0055,-0.0224,0.8182,-2.0584,-0.0433,-0.1826,58,2019-06-21 10:30:05:852
3.7236,-3.7296,7.3716,0.0055,-0.0224,0.8182,-1.987,-0.0732,-0.1379,67,2019-06-21 10:30:05:861
3.9098,-3.8827,7.1659,-0.4732,-0.0839,1.161,-1.9156,-0.0689,-0.0846,75,2019-06-21 10:30:05:869
3.9098,-3.8827,7.1659,-0.4732,-0.0839,1.161,-1.9156,-0.0689,-0.0846,83,2019-06-21 10:30:05:877
4.177,-4.1793,6.764,-0.4732,-0.0839,1.161,-1.7644,0.0067,0.0453,91,2019-06-21 10:30:05:885
4.177,-4.1793,6.764,-0.8788,-0.0105,1.4578,-1.6536,0.0675,0.1412,99,2019-06-21 10:30:05:893
4.2916,-4.3755,6.7975,-0.8788,-0.0105,1.4578,-1.6536,0.0675,0.1412,107,2019-06-21 10:30:05:901
4.2916,-4.3755,6.7975,-0.7829,-0.0808,1.1721,-1.53,0.1016,0.2414,115,2019-06-21 10:30:05:909
4.1389,-4.4951,6.7592,-0.7829,-0.0808,1.1721,-1.4064,0.0888,0.3596,123,2019-06-21 10:30:05:917
4.1389,-4.4951,6.7592,-0.7063,-0.0546,1.2601,-1.3052,0.0344,0.4757,131,2019-06-21 10:30:05:925
3.9957,-4.7008,6.7688,-0.7063,-0.0546,1.2601,-1.3052,0.0344,0.4757,139,2019-06-21 10:30:05:933
3.8955,-4.8156,6.807,-0.6197,-0.1209,1.009,-1.2104,-0.0593,0.5961,147,2019-06-21 10:30:05:941
3.8955,-4.8156,6.807,-0.6197,-0.1209,1.009,-1.0826,-0.1893,0.7644,155,2019-06-21 10:30:05:949
3.948,-5.0404,6.6826,-0.6197,-0.1209,1.009,-1.0826,-0.1893,0.7644,163,2019-06-21 10:30:05:957
3.9909,-5.2031,6.6061,-0.6741,-0.0498,0.9698,-0.9516,-0.3086,0.9274,171,2019-06-21 10:30:05:965
3.9909,-5.2031,6.6061,-0.6741,-0.0498,0.9698,-0.8088,-0.4268,1.0904,179,2019-06-21 10:30:05:973
4.1293,-5.2749,6.4242,-0.8823,-0.0457,1.151,-0.8088,-0.4268,1.0904,187,2019-06-21 10:30:05:981
4.1293,-5.2749,6.4242,-0.8823,-0.0457,1.151,-0.6469,-0.5025,1.2502,195,2019-06-21 10:30:05:989
4.2725,-5.3227,6.2089,-0.8823,-0.0457,1.151,-0.5532,-0.528,1.3428,203,2019-06-21 10:30:05:997
4.2964,-5.4232,6.118,-1.1353,-0.1133,1.3807,-0.4125,-0.5419,1.4898,211,2019-06-21 10:30:06:005
4.2964,-5.4232,6.118,-1.1353,-0.1133,1.3807,-0.4125,-0.5419,1.4898,219,2019-06-21 10:30:06:013
4.4109,-5.5858,5.9649,-1.3099,0.0036,1.4553,-0.2847,-0.5344,1.6358,228,2019-06-21 10:30:06:022
4.4109,-5.5858,5.9649,-1.3099,0.0036,1.4553,-0.1824,-0.512,1.7508,235,2019-06-21 10:30:06:029
4.3727,-5.8824,6.0893,-1.3099,0.0036,1.4553,-0.1824,-0.512,1.7508,243,2019-06-21 10:30:06:037
3.9957,-5.9637,6.1802,-1.1587,0.1791,1.1063,-0.0045,-0.4662,1.868,250,2019-06-21 10:30:06:044
3.9957,-5.9637,6.1802,-1.1587,0.1791,1.1063,0.1425,-0.512,1.9937,259,2019-06-21 10:30:06:053
3.5041,-5.8346,6.2616,-0.6525,-0.0584,1.0444,0.1425,-0.512,1.9937,267,2019-06-21 10:30:06:061
3.5041,-5.8346,6.2616,-0.6525,-0.0584,1.0444,0.2586,-0.6367,2.1482,275,2019-06-21 10:30:06:069
3.3418,-5.9063,6.3668,-0.5679,-0.0302,0.9338,0.4269,-0.7411,2.3165,283,2019-06-21 10:30:06:077
3.2703,-6.0594,6.3142,-0.5679,-0.0302,0.9338,0.4269,-0.7411,2.3165,291,2019-06-21 10:30:06:085
3.2703,-6.0594,6.3142,-0.688,0.0153,0.7976,0.5803,-0.8742,2.4912,299,2019-06-21 10:30:06:093
3.2989,-5.9685,6.7257,-0.688,0.0153,0.7976,0.7177,-0.952,2.6414,307,2019-06-21 10:30:06:101
3.2989,-5.9685,6.7257,-0.9179,-0.2067,0.6262,0.8711,-0.968,2.8097,315,2019-06-21 10:30:06:109
3.2464,-5.7676,6.7257,-0.9179,-0.2067,0.6262,0.8711,-0.968,2.8097,323,2019-06-21 10:30:06:117
3.2464,-5.7676,6.7257,-0.9179,-0.2067,0.6262,1.0479,-0.9222,3.0142,331,2019-06-21 10:30:06:125
2.9457,-5.4088,6.7066,-0.5469,-0.6847,0.7346,1.0479,-0.9222,3.0142,339,2019-06-21 10:30:06:133
2.9457,-5.4088,6.7066,-0.5469,-0.6847,0.7346,1.261,-0.7911,3.2283,347,2019-06-21 10:30:06:141
2.1773,-5.2079,6.8023,0.102,-0.8551,0.6649,1.261,-0.7911,3.2283,354,2019-06-21 10:30:06:148
1.5378,-4.873,7.0559,0.102,-0.8551,0.6649,1.4581,-0.528,3.3274,363,2019-06-21 10:30:06:157
1.5378,-4.873,7.0559,0.102,-0.8551,0.6649,1.4932,-0.2692,3.2582,371,2019-06-21 10:30:06:165
0.9269,-4.3037,7.6444,0.9159,-1.6376,-0.0384,1.4336,0.0046,3.0803,379,2019-06-21 10:30:06:173
2.1439,0.8822,15.1519,-2.1322,-7.3033,1.2427,1.4336,0.0046,3.0803,386,2019-06-21 10:30:06:180
2.1439,0.8822,15.1519,-2.1322,-7.3033,1.2427,0.9925,5.7091,0.5641,395,2019-06-21 10:30:06:189
-7.5635,2.0303,28.8319,-2.1322,-7.3033,1.2427,0.6037,7.421,-2.5273,403,2019-06-21 10:30:06:197
-20.8695,-2.969,8.5487,17.9019,-4.9107,-3.5545,-0.3657,3.8566,-2.1384,411,2019-06-21 10:30:06:205
-20.8695,-2.969,8.5487,21.4044,-0.9848,-3.2062,-0.3657,3.8566,-2.1384,419,2019-06-21 10:30:06:213
-11.5104,-7.0689,24.5877,21.4044,-0.9848,-3.2062,-1.318,0.0323,-0.6705,427,2019-06-21 10:30:06:221
-11.5104,-7.0689,24.5877,21.4044,-0.9848,-3.2062,-0.4551,-2.8929,-0.3137,435,2019-06-21 10:30:06:229
-1.0537,-7.2267,15.549,4.0219,2.3843,-7.3357,0.9009,-2.944,-1.0199,444,2019-06-21 10:30:06:238
-1.0537,-7.2267,15.549,4.0219,2.3843,-7.3357,0.9009,-2.944,-1.0199,451,2019-06-21 10:30:06:245
-1.1778,-2.4906,-1.9637,1.4637,-3.4942,9.638,-0.0802,-3.254,-1.707,459,2019-06-21 10:30:06:253
-1.1778,-2.4906,-1.9637,1.4637,-3.4942,9.638,-1.2818,-2.7331,-1.8593,467,2019-06-21 10:30:06:261
3.213,-3.2417,11.7403,-1.6008,-1.3958,-1.0998,-0.7257,-2.4561,-2.0085,474,2019-06-21 10:30:06:268
4.4539,-5.2988,3.0413,-1.6008,-1.3958,-1.0998,-0.2176,-1.2918,-1.8657,483,2019-06-21 10:30:06:277
4.4539,-5.2988,3.0413,-1.6008,-1.3958,-1.0998,-0.2176,-1.2918,-1.8657,491,2019-06-21 10:30:06:285
7.8663,-6.4948,5.496,-5.5595,0.5803,3.1392,-0.6703,-0.2095,-1.7187,499,2019-06-21 10:30:06:293
7.8663,-6.4948,5.496,-5.5595,0.5803,3.1392,-0.6852,0.6331,-1.854,507,2019-06-21 10:30:06:301
6.2817,-6.9684,6.9984,-2.7847,0.9046,0.5419,-0.257,1.3777,-1.8689,515,2019-06-21 10:30:06:309
6.2817,-6.9684,6.9984,-2.7847,0.9046,0.5419,-0.257,1.3777,-1.8689,523,2019-06-21 10:30:06:317
3.9575,-6.1168,6.5104,-2.7847,0.9046,0.5419,-0.257,1.3777,-1.6154,531,2019-06-21 10:30:06:325
3.9575,-6.1168,6.5104,-1.1648,0.1768,-0.2458,-0.4338,0.8909,-1.2649,538,2019-06-21 10:30:06:332
3.4086,-6.0068,8.6731,-1.1648,0.1768,-0.2458,-0.4338,0.8909,-1.2649,547,2019-06-21 10:30:06:341
3.4086,-6.0068,8.6731,-1.1648,0.1768,-0.2458,-0.3135,0.3167,-0.9805,554,2019-06-21 10:30:06:348
3.9336,-6.5091,7.5965,-1.5438,0.7678,-0.0096,-0.2421,-0.3459,-0.5629,563,2019-06-21 10:30:06:357
5.3272,-6.4756,6.6013,-1.5438,0.7678,-0.0096,-0.1984,-0.7272,-0.1208,571,2019-06-21 10:30:06:365
5.3272,-6.4756,6.6013,-3.2683,0.8021,1.2718,-0.1984,-0.7272,-0.1208,579,2019-06-21 10:30:06:373
6.4726,-6.6622,5.6012,-3.2683,0.8021,1.2718,-0.0834,-0.7794,0.1263,587,2019-06-21 10:30:06:381
6.4726,-6.6622,5.6012,-4.1235,0.7668,2.3474,0.1446,-0.6377,0.5396,595,2019-06-21 10:30:06:389
6.7542,-6.533,5.0988,-4.1235,0.7668,2.3474,0.1446,-0.6377,0.5396,603,2019-06-21 10:30:06:397
6.7542,-6.533,5.0988,-4.1235,0.7668,2.3474,0.2948,-0.4929,0.8603,611,2019-06-21 10:30:06:405
6.5872,-6.2221,5.0414,-3.8667,0.343,2.318,0.4727,-0.2926,1.2715,619,2019-06-21 10:30:06:413
6.5872,-6.2221,5.0414,-3.8667,0.343,2.318,0.4727,-0.2926,1.2715,627,2019-06-21 10:30:06:421
5.5324,-5.9398,5.7831,-2.3068,0.0656,1.4857,0.5963,-0.2479,1.5314,635,2019-06-21 10:30:06:429
5.5324,-5.9398,5.7831,-2.3068,0.0656,1.4857,0.7252,-0.3214,1.7839,643,2019-06-21 10:30:06:437
4.3632,-5.7006,6.2663,-2.3068,0.0656,1.4857,0.8573,-0.5046,2.0321,651,2019-06-21 10:30:06:445
4.3632,-5.7006,6.2663,-1.3903,-0.2967,0.9727,0.8573,-0.5046,2.0321,659,2019-06-21 10:30:06:453
3.7093,-5.3849,6.6539,-1.3903,-0.2967,0.9727,0.9915,-0.7208,2.2739,667,2019-06-21 10:30:06:461
3.5136,-5.0835,6.5774,-1.2345,-0.6828,1.0895,1.1417,-0.8828,2.4954,675,2019-06-21 10:30:06:469
3.5136,-5.0835,6.5774,-1.2345,-0.6828,1.0895,1.2812,-0.9083,2.6872,683,2019-06-21 10:30:06:477
3.1605,-4.7534,6.7209,-1.2345,-0.6828,1.0895,1.4069,-0.756,2.8406,691,2019-06-21 10:30:06:485
3.1605,-4.7534,6.7209,-0.7211,-1.128,0.9177,1.4069,-0.756,2.8406,699,2019-06-21 10:30:06:493
3.3991,-3.189,8.5774,-0.7211,-1.128,0.9177,1.4293,-0.5142,2.8608,707,2019-06-21 10:30:06:501
5.8045,-3.4187,-11.7583,-0.7211,-1.128,0.9177,0.7049,6.116,0.7292,715,2019-06-21 10:30:06:509
5.8045,-3.4187,-11.7583,0.8227,-5.8629,16.3529,0.4663,9.6037,-2.9406,722,2019-06-21 10:30:06:516
