ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
2.2483,-3.3755,8.0079,0.9865,-0.333,0.4785,-2.5367,1.0081,-0.3669,3,2019-06-21 10:30:11:808
2.7637,-3.5238,7.826,0.9865,-0.333,0.4785,-2.4642,0.6502,-0.303,10,2019-06-21 10:30:11:815
3.303,-3.7678,7.1801,0.0605,-0.3305,0.8687,-2.3651,0.4392,-0.2401,19,2019-06-21 10:30:11:824
3.303,-3.7678,7.1801,0.0605,-0.3305,0.8687,-2.2213,0.3615,-0.1901,29,2019-06-21 10:30:11:834
3.7278,-4.0261,6.8786,-0.6412,-0.453,1.2851,-2.2213,0.3615,-0.1901,34,2019-06-21 10:30:11:839
3.7278,-4.0261,6.8786,-0.6412,-0.453,1.2851,-2.0679,0.3615,-0.0953,43,2019-06-21 10:30:11:848
3.9664,-4.2414,6.6394,-1.0617,-0.4172,1.2807,-1.954,0.3498,0.0326,51,2019-06-21 10:30:11:856
3.9664,-4.2414,6.6394,-1.0617,-0.4172,1.2807,-1.954,0.3498,0.0326,59,2019-06-21 10:30:11:864
4.186,-4.672,6.6729,-1.0617,-0.4172,1.2807,-1.8176,0.3135,0.1764,67,2019-06-21 10:30:11:872
4.1191,-4.916,6.7016,-1.1115,-0.2498,1.0645,-1.6205,0.2518,0.3798,75,2019-06-21 10:30:11:880
4.1191,-4.916,6.7016,-1.1115,-0.2498,1.0645,-1.5023,0.1506,0.5258,83,2019-06-21 10:30:11:888
4.2719,-5.2843,6.3044,-1.3399,0.0108,1.3945,-1.5023,0.1506,0.5258,91,2019-06-21 10:30:11:896
4.2719,-5.2843,6.3044,-1.3399,0.0108,1.3945,-1.3766,0.0131,0.6568,99,2019-06-21 10:30:11:904
4.3625,-5.6096,5.8451,-1.3399,0.0108,1.3945,-1.1838,-0.0817,0.8241,106,2019-06-21 10:30:11:911
4.3625,-5.6096,5.8451,-1.5448,0.098,2.0838,-1.1838,-0.0817,0.8241,115,2019-06-21 10:30:11:920
4.4675,-5.8393,5.2948,-1.5448,0.098,2.0838,-1.0314,-0.1062,0.9572,122,2019-06-21 10:30:11:927
4.3912,-5.9063,5.4575,-1.5661,0.0428,1.8929,-0.8684,-0.1147,1.0861,131,2019-06-21 10:30:11:936
